,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
1565,0,0,0,0,55,1,1,81.55,4509.5,0,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
1566,1,0,1,1,72,1,1,75.4,5480.25,0,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False
1567,0,0,1,0,10,1,1,67.8,653.15,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
1568,1,1,0,0,11,1,1,111.4,1183.05,0,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False
1569,0,0,1,1,15,1,0,46.3,639.45,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1570,0,0,1,1,23,1,0,20.4,478.75,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
1571,1,0,0,1,1,1,0,20.05,20.05,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1572,0,1,0,0,3,1,0,45.0,127.1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1573,1,0,1,1,47,1,1,96.1,4391.45,0,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False
1574,0,0,0,1,15,1,0,19.65,270.6,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
1575,1,0,0,0,66,1,0,99.5,6710.5,1,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
1576,0,1,1,0,68,1,1,60.65,3975.9,0,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False
1577,0,0,1,1,17,1,0,98.6,1704.95,1,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False
1578,0,0,0,0,7,1,1,59.5,415.95,1,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
1579,1,1,1,0,12,1,1,80.45,950.2,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1580,0,1,1,0,21,1,0,71.7,1497.05,0,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False
1581,1,0,0,0,21,0,1,36.0,780.15,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
1582,0,0,1,1,56,1,0,65.2,3512.15,0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1583,0,0,1,1,6,1,1,48.95,273.25,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1584,0,1,0,0,65,0,1,53.5,3517.9,0,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False
1585,1,0,1,0,42,1,0,80.45,3375.9,0,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,True,False,False
1586,0,0,1,1,68,1,1,109.05,7508.55,0,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False
1587,1,0,1,1,48,1,0,26.3,1245.05,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
1588,0,1,0,0,50,1,1,106.8,5347.95,0,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,True,False
1589,0,1,0,0,7,1,1,64.95,493.65,0,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
1590,0,0,1,1,63,1,0,19.35,1263.85,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False
1591,1,0,0,0,17,1,0,21.1,385.55,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False
1592,0,0,1,1,42,1,1,77.95,3384.0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
1593,1,0,1,1,4,1,0,18.85,84.2,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1594,0,0,0,1,62,1,0,26.0,1638.7,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
1595,1,1,0,0,2,1,1,74.7,165.4,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
1596,0,0,1,0,2,1,1,70.35,120.25,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1597,1,0,1,0,48,1,1,96.9,4473.45,0,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False
1598,1,0,1,0,27,1,0,19.55,520.55,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
1599,0,0,1,1,70,1,1,80.4,5717.85,0,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
1600,1,1,0,0,1,1,1,88.8,88.8,1,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
1601,1,0,1,0,46,1,1,94.65,4312.5,0,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
1602,1,0,0,0,30,1,1,90.25,2755.35,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
1603,0,0,0,0,15,1,1,64.65,994.55,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1604,1,0,1,1,69,1,0,95.75,6511.25,0,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False
1605,1,0,0,0,65,1,1,19.55,1218.65,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
1606,1,1,1,1,72,1,1,104.1,7447.7,0,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False
1607,1,1,1,0,13,1,1,89.05,1169.35,1,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
1608,1,0,0,0,17,1,1,20.1,279.5,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
1609,1,0,1,0,51,1,1,111.55,5720.35,0,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False
1610,1,0,1,1,51,1,0,60.5,3121.45,0,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False
1611,0,0,1,0,72,1,1,90.95,6468.6,0,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
1612,1,0,1,1,67,1,0,87.4,5918.8,1,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False
1613,1,0,0,0,34,1,0,19.7,675.6,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1614,1,0,1,0,67,0,1,50.95,3521.7,0,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False
1615,0,0,1,0,49,1,1,20.05,923.1,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
1616,1,0,1,1,53,1,1,19.4,1110.35,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1617,1,0,0,0,27,1,0,59.45,1611.65,0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
1618,0,1,0,0,23,1,1,94.75,2293.6,1,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
1619,1,0,0,0,69,1,1,81.5,5553.25,0,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False
1620,0,0,1,1,2,0,0,29.05,44.75,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1621,0,0,0,0,35,1,1,86.45,3029.1,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1622,0,0,1,0,46,1,0,70.6,3231.05,0,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True
1623,0,0,0,0,54,1,1,97.2,5129.45,0,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False
1624,0,0,1,0,56,1,1,98.25,5508.35,1,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False
1625,0,0,1,0,9,1,1,75.75,655.9,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1626,1,0,0,0,20,1,0,59.2,1191.2,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1627,1,0,0,0,11,1,1,75.9,866.4,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
1628,0,1,1,0,30,1,1,90.05,2627.2,0,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
1629,1,0,1,0,68,1,0,70.95,4741.45,0,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False
1630,1,1,1,0,38,1,1,102.6,4009.2,0,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
1631,0,1,1,0,17,1,1,85.35,1463.45,1,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1632,1,0,0,0,48,1,1,106.1,5082.8,1,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False
1633,0,0,0,0,1,1,0,43.8,43.8,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1634,1,0,1,1,63,0,0,59.0,3707.6,0,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False
1635,0,0,0,0,3,1,1,69.95,220.45,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False
1636,0,0,0,0,48,1,0,24.35,1133.7,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
1637,1,0,0,0,66,0,0,29.45,1983.15,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
1638,0,0,1,1,68,1,1,84.4,5746.75,0,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False
1639,1,1,0,0,17,1,1,45.05,770.6,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1640,0,0,1,1,7,1,0,20.65,134.05,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
1641,1,0,1,0,72,1,1,87.1,6230.1,0,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
1642,0,0,1,0,29,1,0,19.85,573.05,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1643,1,0,1,0,37,1,1,90.35,3419.3,0,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False
1644,0,0,0,0,34,1,1,109.8,3587.25,1,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True
1645,0,1,0,0,42,1,1,84.65,3541.35,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1646,0,0,1,1,59,1,0,65.5,3801.3,0,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True
1647,1,0,1,1,11,1,1,79.5,868.5,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1648,1,1,1,1,60,1,1,80.95,4859.1,0,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1649,0,0,0,0,27,1,1,56.15,1439.35,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
1650,0,0,0,0,1,1,0,85.8,85.8,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1651,1,1,0,0,1,1,1,79.1,79.1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1652,1,0,1,0,17,0,0,34.4,592.75,0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1653,1,0,1,0,58,1,0,20.75,1185.95,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1654,1,0,1,1,1,1,0,18.8,18.8,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
1655,0,0,1,1,3,1,0,44.3,134.5,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1656,0,0,0,0,53,1,0,90.8,4921.2,0,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
1657,1,0,0,0,35,1,1,25.6,901.25,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
1658,1,0,1,1,50,1,0,105.95,5341.8,1,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
1659,1,0,1,1,68,1,0,70.8,4859.95,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False
1660,1,0,1,0,47,1,0,25.4,1139.2,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
1661,0,1,1,0,65,1,1,108.8,7082.45,0,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False
1662,1,0,0,0,5,1,1,69.75,324.6,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1663,1,0,1,0,51,1,1,94.65,4812.75,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
1664,0,0,0,0,46,1,0,96.05,4399.5,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
1665,0,0,0,0,9,1,1,76.85,663.55,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1666,0,0,0,0,8,1,0,20.25,174.65,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1667,1,0,0,0,14,1,1,24.8,321.7,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
1668,0,0,0,0,45,1,1,115.65,5125.5,0,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False
1669,0,0,0,0,8,1,1,74.6,548.9,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1670,1,1,0,1,1,1,1,50.15,50.15,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1671,1,0,1,1,66,1,1,103.15,7031.3,0,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False
1672,1,0,1,1,72,1,0,72.1,5016.65,0,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False
1673,0,0,1,0,41,1,1,113.6,4594.95,1,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
1674,0,0,1,1,23,1,0,25.1,611.45,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1675,0,0,0,0,29,1,1,78.9,2384.15,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1676,0,0,0,0,4,1,1,80.15,319.85,0,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1677,1,0,1,1,6,1,0,25.4,153.3,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1678,0,1,1,0,67,1,1,105.4,7035.6,0,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,False,False
1679,1,1,0,1,7,1,1,45.75,344.2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1680,1,0,1,1,56,1,1,24.45,1431.65,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
1681,0,0,1,0,72,1,0,25.0,1849.2,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
1682,1,0,1,0,72,1,1,85.25,6083.1,0,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False
1683,1,0,1,1,23,1,0,19.6,426.65,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
1684,0,0,0,1,35,1,0,50.15,1655.35,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1685,1,1,1,0,27,1,1,70.55,1943.9,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1686,0,0,1,1,26,1,1,60.05,1616.15,1,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
1687,1,0,1,1,12,1,0,26.4,314.95,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
1688,0,0,0,0,40,1,0,20.15,804.85,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1689,1,0,1,1,7,0,0,58.85,465.7,0,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True
1690,1,0,1,1,70,1,1,97.55,6669.05,0,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
1691,1,0,1,1,60,1,0,19.65,1161.75,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
1692,1,0,1,1,39,0,1,25.25,947.75,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
1693,1,0,1,0,72,1,0,114.45,8375.05,0,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
1694,0,0,0,0,1,0,1,34.7,34.7,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1695,1,0,1,1,54,1,1,70.7,3770.0,0,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False
1696,1,0,0,0,3,1,1,85.3,264.8,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1697,0,0,1,1,63,1,0,75.55,4707.85,0,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False
1698,1,0,1,1,71,1,1,84.8,6152.4,0,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False
1699,0,0,0,0,42,1,1,20.65,958.1,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
1700,1,0,0,0,47,1,0,20.45,943.0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
1701,0,0,1,1,66,1,1,102.45,6615.15,1,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False
1702,0,0,1,0,21,1,1,104.4,2200.25,1,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
1703,1,0,0,0,11,0,1,35.65,425.1,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
1704,1,0,0,1,1,1,1,99.75,99.75,1,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
1705,0,1,1,0,55,1,0,90.45,5044.8,0,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False
1706,1,0,0,0,69,1,1,97.65,6743.55,0,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False
1707,0,1,0,0,3,1,0,73.85,196.4,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1708,1,0,0,0,4,1,1,74.4,299.7,1,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False
1709,1,1,0,0,30,1,1,69.1,2093.9,0,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,True,False,False
1710,0,0,0,0,5,1,1,82.75,417.75,0,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
1711,0,0,1,0,71,1,1,24.4,1725.4,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
1712,0,0,0,0,29,1,1,55.25,1620.2,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
1713,1,0,1,0,52,1,0,61.35,3169.55,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
1714,1,0,0,0,68,1,0,76.75,5233.25,0,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False
1715,0,0,1,1,46,1,0,19.4,967.85,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1716,1,0,0,0,8,1,1,54.75,438.05,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
1717,1,0,1,0,72,1,0,19.7,1421.9,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
1718,0,0,0,0,17,1,0,19.9,323.15,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
1719,1,0,0,0,3,1,1,107.95,318.6,0,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False
1720,0,1,0,0,2,1,1,83.8,163.7,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
1721,0,0,0,0,9,1,1,74.25,639.65,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1722,0,0,0,0,51,0,1,56.4,2928.5,0,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False
1723,0,0,1,1,6,1,0,20.1,100.35,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1724,0,0,1,0,3,1,0,94.9,273.2,0,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
1725,0,1,0,0,17,1,1,94.2,1608.15,0,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
1726,1,0,1,0,30,1,0,49.9,1441.95,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1727,1,0,0,0,31,1,1,71.05,2168.15,0,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False
1728,0,0,0,0,45,1,0,81.65,3618.7,0,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False
1729,1,0,1,0,64,1,0,89.45,5692.65,0,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
1730,1,0,0,0,1,1,1,59.85,59.85,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1731,0,1,0,0,1,1,1,69.6,69.6,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1732,1,1,1,1,61,1,0,99.0,5969.3,0,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False
1733,1,0,0,0,1,1,0,19.05,19.05,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1734,1,0,0,0,9,0,1,45.4,418.8,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
1735,1,0,1,1,72,1,0,114.45,8100.55,0,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
1736,0,0,0,0,1,1,0,19.5,19.5,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1737,0,0,1,0,7,1,1,44.25,313.45,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1738,0,0,1,0,66,1,1,90.55,6130.95,0,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False
1739,1,0,0,0,1,1,1,69.9,69.9,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1740,1,0,1,1,40,1,1,20.4,745.3,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False
1741,1,0,0,0,16,1,1,71.4,1212.1,0,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
1742,0,0,0,0,2,1,1,87.15,183.75,1,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
1743,1,0,1,0,67,1,0,24.85,1583.5,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
1744,0,0,1,0,41,1,1,104.45,4162.05,0,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False
1745,0,0,1,1,56,1,1,19.8,1119.9,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
1746,0,0,0,0,72,1,1,116.45,8013.55,0,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
1747,0,0,1,1,3,1,1,84.75,264.85,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1748,0,0,1,0,54,1,0,20.05,1102.4,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
1749,1,1,0,0,52,1,1,110.75,5832.0,0,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False
1750,0,0,0,0,50,1,1,89.7,4304.5,0,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False
1751,1,0,0,0,14,1,1,89.95,1178.4,1,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
1752,1,0,1,0,27,1,0,48.7,1421.75,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
1753,0,1,1,0,72,1,1,96.6,6827.5,0,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False
1754,1,0,0,0,62,1,1,74.3,4698.05,0,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False
1755,0,0,0,0,12,1,1,54.3,654.5,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
1756,0,1,0,0,44,1,0,74.85,3268.05,0,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False
1757,1,0,1,1,54,1,1,79.95,4362.05,0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
1758,0,0,0,0,68,1,0,20.05,1386.9,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
1759,1,0,0,0,20,1,0,19.4,415.4,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1760,1,0,1,1,50,1,0,54.9,2614.1,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
